dependency,frequency,norm,samples
( NN amod JJ ) ( JJ amod JJ ),9.0,0.00338345864662,"A long, low sigh

Lips pressing tight

An intense, fevered stare

Eyes dull, lifeless

A slow, steady gait

A quick, erratic pace

A hard, obvious swallow

A flat, monotone voice

A deep, gratifying sigh
"
( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),9.0,0.00338345864662,"A shiny or rosy face

A hardening or clenching stomach

A choking or uncomfortable swallow

A pale or sickly complexion

A bubbly or light voice

Flashy or dramatic clothing

A sad or serious demeanor

A strained or tense voice

A stern or serious expression
"
( NNP dep NN ) ( NN nmod NN ) ( NN case IN ),9.0,0.00338345864662,"Holding the head in the hands

Holding an object as a shield

Covering the face with hands

Offering a wave of thanks

Heat that radiates through the chest

Covering the face with the hands

Covering the mouth with a hand

Covering the hands with the face

Poor communication with others
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ),8.0,0.00300751879699,"Hands moving in jerks

Hands clenching into fists

Muscles jumping under the skin

Warmth radiating throughout the body

Hands tightening into fists

Chest bumping with others

Hands clutching at stomach

Warmth spreading through the body
"
( VBG dobj NN ) ( VBG compound:prt RP ),8.0,0.00300751879699,"knocking things over

forcing a zipper up

Sticking a tongue out

Waving someone off

Thrusting the chest out

Waving something off

Staring the target down

knocking things over
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ),8.0,0.00300751879699,"A voice that cracks with emotion

Shoulders that curl over the chest

A flush that creeps across the cheeks

The body freezing in place

Shoulders curling over chest

Eyes prickling with tears

Arms hanging at the sides

Breaths that catch in the chest
"
( VBG compound:prt RP ) ( VBG dobj NN ),8.0,0.00300751879699,"jerking down a cuff

Talking over others

Letting out a whimper

Stumbling back a step

Smoothing down clothing

Shaking out the hands

Pulling out a weapon

Stomping up the stairs
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ),8.0,0.00300751879699,"Rubbing the back of the neck

Touching the base of the neck

Having no interest in hobbies

jabbing a finger for emphasis

Biting the inside of the cheek

Losing the thread of conversations

Making the sign of the cross

Biting the inside of the lip
"
( NN amod JJ ) ( NN compound NN ),8.0,0.00300751879699,"Jerky head movements

Rigid body posture

Lethargic hand movements

Fluttery hand movements

Strong eye contact

Excessive safety precautions

Positive self thoughts

Full body tremors
"
( VBN nsubj NN ),7.0,0.00263157894737,"A darting gaze

A herky-jerky walk

An unfocused gaze

A wandering gaze

A longing gaze

An unhurried walk

A heavy-footed walk
"
( NN nmod:poss NNP ) ( NNP nummod CD ) ( NNP case POS ),7.0,0.00263157894737,"Holding one's sides

Baring one's teeth

Rolling one's shoulders

Holding one's stomach

Raising one's voice

Covering one's ears

Holding one's breath
"
( NN amod JJ ) ( NN appos NN ),7.0,0.00263157894737,"Broken dialogue, self-interruptions

A restless stance, pacing

Rapt attention, nodding

Stomach hardening, nausea

Shouting insults, name-calling

A silly grin, laughing

An easy walk, unhurried
"
( NN dep NN ),6.0,0.00225563909774,"A smile that wavers

A face that blanches

Eyes that water

A chest that hitches

A voice that cracks

A chin that trembles
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),6.0,0.00225563909774,"Propping the head up with a fist

Slanting the body away from an accuser

Angling torso away from others

shoving hair out of eyes

Pushing the hair out of the face

Pushing food around on a plate
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),6.0,0.00225563909774,"Seeking corners in confined spaces

Tilting the head in a side-to-side rhythm

Licking the lip with cautious hope

Keeping mementos from the happy time

Pressing the lips into a fine line

Lavishing praise on favored ones
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ),6.0,0.00225563909774,"Making odd noises in the throat

Bouncing a curled knuckle against the mouth

Tapping a loose fist against the heart

Initiating physical contact with others

Muttering unkind things under breath

Asking simple questions for clarification
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),6.0,0.00225563909774,"Crossing the arms over one's chest

Running hands through one's hair

Squeezing the hands at one's sides

Rubbing the hands over one's clothing

Placing hands in one's pockets

Pressing hands against one's cheeks
"
( NN appos NN ) ( NN amod JJ ),6.0,0.00225563909774,"Wincing, a pained expression

A pinched, tension-filled expression

An expressionless, unsmiling face

A light, bouncing step

Grunting, one-word answers

A harried, wild appearance
"
( VB dobj NN ) ( NN amod JJ ),5.0,0.00187969924812,"Offering witty commentary

Muscles losing tension

Downturned facial features

Polite verbal opposition

Offering the bright side
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),5.0,0.00187969924812,"Pulling or tugging at one's clothes

Biting or picking at one's fingernails

Biting or chewing on one's lip

Swaying or rocking on one's feet

Pulling or twisting at one's hair
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),5.0,0.00187969924812,"Touching one's mouth or face

Slapping one's knees or thighs

Scratching one's neck or cheek

Rubbing one's forehead or eyebrows

Repeating one's thanks and appreciation
"
( NN cc CC ) ( NN conj NN ),5.0,0.00187969924812,"Hemming and hawing

A smirk or sneer

Criticism and belittlement

Sneaking or spying

Speechlessness or incoherence
"
( VB dobj NN ) ( NN compound NN ),5.0,0.00187969924812,"Open body posture

Offering a firm handshake

Visible vein throb

Raised body temperature

Crumpled body posture
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ),5.0,0.00187969924812,"Rubbing or pulling at an ear

Pulling or tugging on an ear

Poking or prodding at something

Biting or chewing at the lip

Twisting or pulling at clothing
"
( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),5.0,0.00187969924812,"Tightness in the eyes or expression

Stiffness in the neck and jaw

A wave of heat or cold

Heaviness in the limbs or muscles

Tremors in the hands and fingers
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ),5.0,0.00187969924812,"Poking one's tongue into the cheek

Shoving one's hands into pockets

Drumming one's feet against the floor

Clicking one's fingernails against a table

Increasing one's distance from others
"
( NN amod VBN ),5.0,0.00187969924812,"An increased pulse

A fixed stare

A weakened voice

A harried appearance

A raised voice
"
( VBG advmod RB ) ( RB cc CC ) ( RB conj RB ),4.0,0.0015037593985,"Rocking back and forth

Looking down or away

Jumping up and down

Shifting back and forth
"
,4.0,0.0015037593985,"Gratitude to those who helped make this possible

Responding with Whatever or So?

A smirk

A probing gaze
"
( VBG nmod NN ) ( NN case TO ),4.0,0.0015037593985,"swaying to music

Trying to one-up

Crumpling to the floor

Jumping to the defensive
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,"Stiffening hair on the nape of the neck

Dragging others into the situation for support

Crossing arms in front of chest

Insulting the target in front of others
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,"Clutching at another person for support

Sitting at the edge of a chair

Spitting in the direction of the rival

gesturing with a glass of wine
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ),4.0,0.0015037593985,"suggesting time to review options

Using insults to pick a fight

Using humor to lighten the moment

Making sacrifices to offer comfort
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),4.0,0.0015037593985,"Crossing and uncrossing one's legs

Checking and rechecking one's appearance

Stroking or pinching one's throat

Averting or lowering one's gaze
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,"Scratching or rubbing the back of the neck

Pointing and jabbing the air for emphasis

Rubbing or pressing a fist against the chest

Tsking or making a noise in the throat
"
( VBZ nsubj NN ),4.0,0.0015037593985,"Hands that tremble

Fists that shake

An unnatural stillness

Hands that fidget
"
( NNP cc CC ) ( NNP conj NN ) ( NN amod JJ ),4.0,0.0015037593985,"Wet or red eyes

Excessive or manic energy

Heavy or sluggish heartbeat

Hot or gummy eyelids
"
( NN amod VBG ) ( NN cc CC ) ( NN conj NN ),4.0,0.0015037593985,"Chest pain or numbness

Quickening breath or breathlessness

Stopping mid-stride or stumbling

Trembling chin and lips
"
( VBG dobj NN ) ( VBG dep VBG ),4.0,0.0015037593985,"Tapping a foot, fidgeting

Wagging a finger, berating another for their accusations

Narrowing eyes, squinting

Narrowing the eyes, squinting
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ),4.0,0.0015037593985,"Clasping one's hands to the chest

Turning one's back to the source

Cocking one's head to the side

Pressing one's hands to the stomach
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,"Feeling one's pulse in the throat

Tilting one's body toward the source

Flipping one's hair in annoyance

Shaking one's head in denial
"
( NN dep NN ) ( NN cc CC ) ( NN conj NN ),4.0,0.0015037593985,"Closing the eyes and sighing

Eyes that sparkle and gleam

Hands that clench and unclench

Breaths that catch or hitch
"
( NN amod JJ ) ( NN compound NN ) ( NN appos NN ) ( NN amod JJ ),4.0,0.0015037593985,"Steady eye contact, large pupils

A hard jaw line, a jutting chin

Muted body language, lacking energy

A sudden stiffening posture, rigid muscles
"
