nonoverlapping dependency,frequency,norm,rank,samples
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),4.0,0.00366972477064,17,"Rubbing at one's lips

Rubbing at one's hands

A lump forming in one's throat

Crossing one's arms, holding onto one's shoulders
"
( NN dep NN ),4.0,0.00366972477064,17,"A face that blanches

Eyes that water

A chin that trembles

A chest that hitches
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),4.0,0.00366972477064,17,"Touching one's mouth or face

Scratching one's neck or cheek

Rubbing one's forehead or eyebrows

Slapping one's knees or thighs
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),4.0,0.00366972477064,17,"Licking the lip with cautious hope

Pressing the lips into a fine line

Tilting the head in a side-to-side rhythm

Arms crossing the stomach in a protective huddle
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),4.0,0.00366972477064,17,"A sour taste in one's mouth

Dark circles under one's eyes

A painful lump in one's throat

A painful tightness in one's throat
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),4.0,0.00366972477064,17,"Biting down on one's bottom lip

Staring down at one's empty hands

Staring down at one's empty palms

Staring down at one's empty palms
"
( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),4.0,0.00366972477064,17,"Tension in the face, shoulders and neck

Visible tension in the neck, shoulders, and arms

A sheen of sweat on the cheeks, chin, and forehead

Tension in the face, shoulders and neck
"
( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),4.0,0.00366972477064,17,"Rubbing the jaw or back of the neck

Biting the lip or inside of the cheek

Tightness or pain in the chest

Tears or heat behind the eyelids
"
( NN amod VBG ) ( NN cc CC ) ( NN conj NN ),3.0,0.00275229357798,18,"Trembling chin and lips

Trembling chin and lips

Chest pain or numbness
"
( NN case IN ) ( NN compound NN ),3.0,0.00275229357798,18,"Skimming fingertips along the jaw line

A lack of eye contact

Gripping a fistful of shirt at the chest level
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),3.0,0.00275229357798,18,"Uncrossing and re-crossing the legs

Cocking or tilting the head

Stroking or rubbing an eyebrow
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),3.0,0.00275229357798,18,"Pushing the hair out of the face

Propping the head up with a fist

Slanting the body away from an accuser
"
( NN amod JJ ) ( NN appos NN ),3.0,0.00275229357798,18,"Closed eyes, the head tipped back

Heavy arms, the shoulders pulled low

Stomach hardening, nausea
"
( VB xcomp VBG ) ( VBG compound:prt RP ),3.0,0.00275229357798,18,"Head tilting away

Eyebrows gathering in

Brows pulling in
"
( VB dobj NN ) ( VB advmod RB ) ( VB dep VB ) ( VB compound:prt RP ) ( VB ccomp VBZ ) ( VBZ advmod FW ) ( FW compound FW ) ( VBZ nsubj WP ) ( VB dobj NN ),3.0,0.00275229357798,18,"Lifting a hand loosely, palm up in a Who cares? gesture

Lifting a hand loosely, palm up in a Who cares? gesture

Lifting a hand loosely, palm up in a Who cares? gesture
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ),3.0,0.00275229357798,18,"Bouncing a curled knuckle against the mouth

Running a jerky hand through the hair

Making odd noises in the throat
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),3.0,0.00275229357798,18,"Rubbing one's hands on pant legs

Rubbing one's hands on pant legs

Planting one's feet in a wide stance
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ),3.0,0.00275229357798,18,"Tilting the head and pausing

Quirking an eyebrow and smiling

Stroking the throat and grimacing
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),3.0,0.00275229357798,18,"Pressing hands to one's temples

Clutching arms to one's chest

Clutching arms to one's chest
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advmod RB ),3.0,0.00275229357798,18,"Clasping one's hands together

Touching one's fingertips together

Pressing one's knees together
"
( VBN nsubj NN ) ( VBN nmod NN ) ( NN case IN ),3.0,0.00275229357798,18,"Arms crossed over the chest

Sobs trapped in throat

Arms crossed over the chest
"
( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),3.0,0.00275229357798,18,"Tremors in the hands and fingers

Stiffness in the neck and jaw

Tightness in the eyes or expression
"
( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),3.0,0.00275229357798,18,"Rubbing the heel of a palm against chest

A feeling of expansion in the chest

Rubbing the heel of a palm against chest
"
( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),3.0,0.00275229357798,18,"Holding one's head with the hands

Holding one's head in hands

Feeling one's pulse in the throat
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj JJ ),2.0,0.00183486238532,19,"Clutching at one's arms or stomach

Clutching at one's arms or stomach
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advmod CC ) ( CC case IN ) ( CC case IN ),2.0,0.00183486238532,19,"Holding one's palms up and out

Holding one's palms up and out
"
( NN advmod RB ) ( RB nmod:npmod NN ) ( NN advmod RB ) ( NN case IN ),2.0,0.00183486238532,19,"Hands up, palms toward the aggressor

Hands up, palms toward the aggressor
"
( NNP nmod NN ) ( NN case IN ) ( NNP nmod NN ) ( NN case IN ) ( NN amod VBG ),2.0,0.00183486238532,19,"Pain in jaw from clenching teeth

Pain in jaw from clenching teeth
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Crossing and uncrossing one's legs

Stroking or pinching one's throat
"
( VBZ nsubj NN ),2.0,0.00183486238532,19,"Hands that tremble

Hands that fidget
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ),2.0,0.00183486238532,19,"Putting an arm around someone's shoulders

Putting an arm around someone's shoulders
"
( NN advmod RB ) ( NN cc CC ) ( NN conj NN ),2.0,0.00183486238532,19,"Still hands and feet

Still hands and feet
"
( NNP dep VBG ) ( VBG xcomp JJ ),2.0,0.00183486238532,19,"Mouth going dry

Mouth falling open
"
( VBN nsubj NN ) ( NN acl VBG ) ( VBG advmod RBR ) ( VBN xcomp VBG ),2.0,0.00183486238532,19,"Brows drawing closer, face tightening

Brows drawing closer, face tightening
"
( VB nsubj NN ),2.0,0.00183486238532,19,"Arms crossed

Squeezing the eyes shut
"
( NN amod JJ ) ( NN appos NN ) ( NN compound NN ),2.0,0.00183486238532,19,"Saggy posture, bent neck

Shoulders curling, a bent spine
"
( NN compound NN ) ( NN appos NN ) ( NN advmod RB ),2.0,0.00183486238532,19,"Eyes widening, yet brows are furrowed

Eyes widening, yet brows are furrowed
"
( VBN nsubj NN ) ( NN amod JJ ) ( VBN cc CC ) ( VBN conj VBN ) ( VBN dobj NN ),2.0,0.00183486238532,19,"A deliberate eyebrow raise and head tilt

A deliberate eyebrow raise and head tilt
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Staring down at one's hands

Staring down at one's feet
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advcl VBN ) ( VBN mark RB ) ( RB mwe IN ) ( VBN nsubj PRP ) ( VBN dobj NN ),2.0,0.00183486238532,19,"Staring at one's palms as if they hold the answers

Staring at one's palms as if they hold the answers
"
( VBZ nsubj NN ) ( NN acl VBG ) ( VBG advmod RB ) ( VBZ dobj NN ),2.0,0.00183486238532,19,"Lips pulling back, baring the teeth

Lips pulling back, baring the teeth
"
( VBG dobj NN ) ( NN cc RB ) ( RB dep IN ) ( NN conj JJ ),2.0,0.00183486238532,19,"Holding the stomach as if pained

Rubbing the chest as if pained
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Biting or chewing on one's lip

Swaying or rocking on one's feet
"
( NNP dep NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Holding one's head with the hands

Holding one's head in hands
"
( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Covering one's face with one's hands

Holding one's head in one's hands
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case TO ),2.0,0.00183486238532,19,"Bringing a shaky hand to the forehead

Bringing a shaky hand to the forehead
"
( NN dep VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Arms tucking in at the sides

Body angling away from suspect
"
( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),2.0,0.00183486238532,19,"Bottom lip or chin trembling

Bottom lip or chin trembling
"
( VB mark TO ) ( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Hands repeatedly rising to touch one's face

Using hair to hide one's face
"
( NN amod JJ ) ( JJ amod JJ ),2.0,0.00183486238532,19,"Lips pressing tight

Eyes dull, lifeless
"
( JJ advmod RB ) ( JJ nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),2.0,0.00183486238532,19,"Nails biting into one's own palms

Nails biting into one's own palms
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ),2.0,0.00183486238532,19,"Hugging, grabbing onto someone's arm and holding it

Grabbing onto a friend's arm
"
( VBN mark IN ) ( VBN nsubj NN ) ( VBN compound:prt RP ),2.0,0.00183486238532,19,"Exhaling while the eyes look up

Head down as the eyes look up
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ),2.0,0.00183486238532,19,"Showing one's palms and shrugging

Showing one's palms and shrugging
"
( VBG dobj NN ) ( VBG nmod IN ),2.0,0.00183486238532,19,"Sucking the cheeks in

Shoulders curling forward, caving the chest in
"
( VB dobj NN ) ( NN amod VBG ) ( NN appos NN ) ( NN amod JJ ) ( JJ xcomp VB ) ( VB mark TO ),2.0,0.00183486238532,19,"Leg muscles tightening, the body ready to run

Leg muscles tightening, the body ready to run
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ),2.0,0.00183486238532,19,"Raising one's palms to the sky and looking up

Raising one's palms to the sky and looking up
"
( VB mark TO ) ( VB dobj NN ) ( VB nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Trying to cover body with hands

Trying to cover body with hands
"
( VBG dobj NN ) ( VBG compound:prt RP ),2.0,0.00183486238532,19,"Thrusting the chest out

Sticking a tongue out
"
( VBN advmod NN ),2.0,0.00183486238532,19,"A high chin, neck exposed

A high chin and exposed neck
"
( JJ advmod RB ) ( JJ nmod NN ) ( NN case TO ),2.0,0.00183486238532,19,"Arms tight to the body

Arms tight to the body
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Biting the lip or inside of the cheek

Rubbing the jaw or back of the neck
"
( VB ccomp VB ) ( VB cc CC ) ( VB conj VB ),2.0,0.00183486238532,19,"Lips that flatten or curl

Feet that bounce or tap
"
( NNP amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),2.0,0.00183486238532,19,"Raised or wiggling eyebrows

Hunched or rounded shoulders
"
( VBG dobj NN ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),2.0,0.00183486238532,19,"Poking a tongue lightly into the cheek and inhaling a long breath

Poking a tongue lightly into the cheek and inhaling a long breath
"
( VB advcl VBG ) ( VB nsubj NN ) ( VB nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Listening, arms crossed over one's chest

Listening, arms crossed over one's chest
"
( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Falling to one's knees

Chin lowering to one's chest
"
( NN dep VBG ) ( VBG compound:prt RP ) ( VBG nmod PRP ) ( PRP case IN ),2.0,0.00183486238532,19,"Body collapsing in on itself

The body crumpling in on itself
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG advcl VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB dobj NN ),2.0,0.00183486238532,19,"Pressing a palm over the lips to hold back a cry

Pressing a palm over the lips to hold back a cry
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Shaking one's head in denial

Tilting one's body toward the source
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Leaning forward with a hand on the knee

Leaning over with the hands on the knees
"
( VBG compound:prt RP ) ( VBG dobj NN ),2.0,0.00183486238532,19,"Shaking out the hands

Pressing a fist against the mouth and puffing out the cheeks
"
( VBN nsubj NNP ) ( VBN nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Covering face with hands

Covering face with hands
"
( NN amod JJ ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"A slow, disbelieving shake of the head

A fluttery, empty feeling in the stomach
"
( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),2.0,0.00183486238532,19,"A shiny or rosy face

A hardening or clenching stomach
"
( VBZ nsubj WP ) ( VBZ dobj NN ) ( NN amod JJ ),2.0,0.00183486238532,19,"Belittling comments that remind the target who has the upper hand

Projecting the voice, reinforcing who has the upper hand
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ),2.0,0.00183486238532,19,"Crossing and uncrossing arms or legs

Crossing and uncrossing the arms or legs
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),2.0,0.00183486238532,19,"Rubbing or pinching the bottom lip

Licking or biting the bottom lip
"
( NNP compound NNP ) ( NNP nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Head resting on one's hand

Head resting on one's hand
"
( VBN nsubj NN ) ( VBN nmod NN ) ( NN case TO ),2.0,0.00183486238532,19,"A palm pressed to the heart

A palm pressed to the heart
"
( NN dep NN ) ( NN dep NN ),2.0,0.00183486238532,19,"A hand that cups the mouth

A hand that cups the mouth
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB xcomp JJ ) ( VB nmod NN ) ( NN case IN ),2.0,0.00183486238532,19,"Sweeping a hand across the forehead to get rid of sweat

Sweeping a hand across the forehead to get rid of sweat
"
( NNP dep NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Covering one's face with one's hands

Holding one's head in one's hands
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),2.0,0.00183486238532,19,"Licking or sucking on the bottom lip

Pinching or tugging on the bottom lip
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case TO ),2.0,0.00183486238532,19,"Keeping arms and legs in close to the body

Keeping arms and legs in close to the body
"
( NN amod JJ ) ( NN nmod NN ) ( NN case TO ),2.0,0.00183486238532,19,"An ugly twist to the mouth

A grim twist to the mouth
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ) ( VB advcl VBG ) ( VBG mark IN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJR ),2.0,0.00183486238532,19,"Holding a palm up to stop someone from dumping on more worry

Holding a palm up to stop someone from dumping on more worry
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.00183486238532,19,"Touching one's fingertips to one's lips

Touching one's fingertips to one's lips
"
( VBZ xcomp VBG ) ( VBG dobj NN ) ( NN appos NN ) ( VBZ nsubj VB ),2.0,0.00183486238532,19,"Hands touching the lips, mouth, face

Hands touching the lips, mouth, face
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG dobj PRP ),1.0,0.000917431192661,20,"Cocking one's head and then shaking it
"
( VB dep VBN ) ( VBN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ advmod RB ),1.0,0.000917431192661,20,"Head tilted while mentally weighing evidence
"
( NN cc CC ) ( NN conj NN ) ( NN acl VBG ) ( VBG dobj NN ),1.0,0.000917431192661,20,"Feet and torso facing the advantage
"
( VBG nmod NN ) ( NN case TO ),1.0,0.000917431192661,20,"A hand flying to the chest
"
( NN compound NN ) ( NN dep VBG ) ( VBG compound:prt RP ),1.0,0.000917431192661,20,"Body temperature jumping up
"
( NNP cc CC ) ( NNP conj NN ),1.0,0.000917431192661,20,"Torso and feet pointing toward the loved one
"
( NNP dep VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Chin lowering and pulling back against the neck
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ) ( VB dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Leaning back in a chair, hands behind the head
"
( VB xcomp VBG ) ( VBG advmod RB ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000917431192661,20,"Hands repeatedly rising to touch one's face
"
( NN appos NN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000917431192661,20,"Dizziness, weakness in the legs and knees
"
( VBG neg RB ) ( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000917431192661,20,"Not meeting the requester's eyes
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Crossing arms in front of chest
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Lightly rapping one's fingers on a leg or other surface
"
( NN amod JJ ) ( NN dep VBG ) ( VBG mark IN ) ( VBG ccomp VBG ) ( VBG dep VBG ),1.0,0.000917431192661,20,"A sore throat from pleading, crying, begging
"
( NN cc CC ) ( NN conj NN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Muscles and veins straining against skin
"
( VB nsubj NN ) ( VB advmod RB ) ( VB nmod NN ) ( NN case IN ) ( VB cc CC ) ( VB conj VBN ) ( VBN compound:prt RP ),1.0,0.000917431192661,20,"Hands clasped loosely behind the back and gaze down
"
( NN compound NN ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000917431192661,20,"Body odor, cold sweats
"
( VB xcomp NN ),1.0,0.000917431192661,20,"Eyes that glow
"
( VBN nsubj NN ) ( VBN advmod RB ) ( VBN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"A hand casually anchored on the hip
"
( VBN ccomp VBG ) ( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000917431192661,20,"Face going slack and paling slightly
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000917431192661,20,"Stroking one's own neck or arm as a surrogate
"
( VB mark TO ) ( VB dobj NN ) ( NN case POS ),1.0,0.000917431192661,20,"An inability to meet another's eyes
"
