nonoverlapping dependency,frequency,norm,rank,samples
( VBG dobj NN ) ( VBG advmod RB ),13.0,0.00488721804511,16,"Taking a step back

Pressing the lips together

Bending the neck forward

Tapping the fingers together

Rubbing the hands together

Pinching the lips together

scraping the hair back

Watching people furtively

Waving people away

Shaking the head repeatedly

Pressing lips together

Clasping the hands together

Jerking the head back
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),12.0,0.00451127819549,17,"Sucking in a quick breath

Speaking in short phrases

Tucking in the upper lip

Pacing in short spans

Speaking in a flat voice

Kicking at nearby objects

Engaging in meaningful conversations

Pulling in a deep breath

Answering with a maybe response

Answering with a small nod

Keeping at a safe distance

Speaking in a quiet voice
"
( NNP appos NN ) ( NN amod JJ ),12.0,0.00451127819549,17,"Short, fast breaths

Feverish, over-bright eyes

Raised, prominent cheekbones

Satisfied, catlike stretches

Short, jerky movements

Quick, high-pitched laughter

Slow, languid movements

Wrinkled, disheveled clothes

Unhurried, relaxed movements

Fatigue, lacking energy

Slow, cautious movements

Rumpled, unwashed clothes
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),12.0,0.00451127819549,17,"Frantic planning for the event

A roiling heat in the belly

A fluttery feeling in the chest

A small intake of breath

A light squeeze during a handshake

A comfortable warmth in the face

An animalistic growl in the throat

A twitchy feeling in the extremities

A visible flush in cheeks

An overall relaxation of the body

Dark circles under the eyes

A heavy feeling in the stomach
"
( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),12.0,0.00451127819549,17,"Biting at the lips or nails

Collapsing onto a chair or bench

Rubbing at an eyelid or brow

Asking for assurances or clarification

Clutching at the chest or belly

Fiddling with cuffs or jewelry

Doting on someone or something

Sagging against a wall or person

Muttering under the breath or cursing

Crumpling onto a chair or sofa

Fiddling with jewelry or props

Rubbing at the forehead or temples
"
( VBG advmod RB ) ( VBG dobj NN ),11.0,0.00413533834586,18,"Frequently moistening the lips

Minutely shaking the head

Difficulty completing a task

Gently biting the lip

sitting then standing

Randomly changing the topic

Difficulty forming responses

Openly expressing distrust

Lightly stroking a forearm

Lightly touching a shoulder

Repeatedly rubbing the face
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),11.0,0.00413533834586,18,"Checking and rechecking the time

Checking and rechecking email

Studying or gathering information

Standing or sitting stiffly

Uncrossing and re-crossing the legs

Scratching or rubbing skin

Dropping or spilling things

Steering or dominating the conversation

Throwing or kicking things

Cocking or tilting the head

Stroking or rubbing an eyebrow
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),11.0,0.00413533834586,18,"Turning away from others

Staring down at the ground

Cringing away from the source

Breaking out into a run

Flinching away from touches

Sliding down in a chair

Flopping back in a chair

Staring down at the floor

Spinning away in a huff

Staring off at nothing

Rocking back on heels
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),10.0,0.00375939849624,19,"Bouncing on one's toes

Rubbing at one's hands

Pulling at one's collar

Focusing on one's shoe

slumping in one's seat

Hiding behind one's hair

Rubbing at one's lips

Glancing at one's watch

Shifting in one's chair

Hiding behind one's bangs
"
( NN appos NN ),10.0,0.00375939849624,19,"Flinching, recoiling

Stuttering, stammering

Cursing, swearing

Chattiness, babbling

Huddling, crouching

Tears, sadness

Mumbling, muttering

Muttering, mumbling

Unsmiling, humorless

Moaning, whimpering
"
( VB xcomp VBG ) ( VBG advmod RB ),9.0,0.00338345864662,20,"Shoulders pushing back

Neck bending forward

Feet pointing forward

Knees pulling together

Shoulders hunching slightly

Ribs squeezing tight

Eyebrows squeezing together

Hands twisting together

Eyebrows drawing together
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case TO ),9.0,0.00338345864662,20,"Pressing palms to cheeks

Pressing a fist to the mouth

Tilting the head to the side

Pressing a hand to the abdomen

Lowering the voice to a whisper

Clasping hands to the chest

Pressing a fist to the lips

Pressing the palms to the eyes

Dropping the chin to the chest
"
( NN amod JJ ) ( JJ amod JJ ),9.0,0.00338345864662,20,"A long, low sigh

Lips pressing tight

An intense, fevered stare

Eyes dull, lifeless

A slow, steady gait

A quick, erratic pace

A hard, obvious swallow

A flat, monotone voice

A deep, gratifying sigh
"
( NN amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),9.0,0.00338345864662,20,"A shiny or rosy face

A hardening or clenching stomach

A choking or uncomfortable swallow

A pale or sickly complexion

A bubbly or light voice

Flashy or dramatic clothing

A sad or serious demeanor

A strained or tense voice

A stern or serious expression
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ),8.0,0.00300751879699,21,"Hands moving in jerks

Hands clenching into fists

Muscles jumping under the skin

Warmth radiating throughout the body

Hands tightening into fists

Chest bumping with others

Hands clutching at stomach

Warmth spreading through the body
"
( VBG dobj NN ) ( VBG compound:prt RP ),8.0,0.00300751879699,21,"knocking things over

forcing a zipper up

Sticking a tongue out

Waving someone off

Thrusting the chest out

Waving something off

Staring the target down

knocking things over
"
( VBG compound:prt RP ) ( VBG dobj NN ),8.0,0.00300751879699,21,"jerking down a cuff

Talking over others

Letting out a whimper

Stumbling back a step

Smoothing down clothing

Shaking out the hands

Pulling out a weapon

Stomping up the stairs
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ),8.0,0.00300751879699,21,"Rubbing the back of the neck

Touching the base of the neck

Having no interest in hobbies

jabbing a finger for emphasis

Biting the inside of the cheek

Losing the thread of conversations

Making the sign of the cross

Biting the inside of the lip
"
( NN amod JJ ) ( NN appos NN ),7.0,0.00263157894737,22,"Broken dialogue, self-interruptions

A restless stance, pacing

Rapt attention, nodding

Stomach hardening, nausea

Shouting insults, name-calling

A silly grin, laughing

An easy walk, unhurried
"
( NN dep NN ),6.0,0.00225563909774,23,"A smile that wavers

A face that blanches

Eyes that water

A chest that hitches

A voice that cracks

A chin that trembles
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),6.0,0.00225563909774,23,"Propping the head up with a fist

Slanting the body away from an accuser

Angling torso away from others

shoving hair out of eyes

Pushing the hair out of the face

Pushing food around on a plate
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),6.0,0.00225563909774,23,"Seeking corners in confined spaces

Tilting the head in a side-to-side rhythm

Licking the lip with cautious hope

Keeping mementos from the happy time

Pressing the lips into a fine line

Lavishing praise on favored ones
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ),6.0,0.00225563909774,23,"Making odd noises in the throat

Bouncing a curled knuckle against the mouth

Tapping a loose fist against the heart

Initiating physical contact with others

Muttering unkind things under breath

Asking simple questions for clarification
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),6.0,0.00225563909774,23,"Crossing the arms over one's chest

Running hands through one's hair

Squeezing the hands at one's sides

Rubbing the hands over one's clothing

Placing hands in one's pockets

Pressing hands against one's cheeks
"
( NN appos NN ) ( NN amod JJ ),6.0,0.00225563909774,23,"Wincing, a pained expression

A pinched, tension-filled expression

An expressionless, unsmiling face

A light, bouncing step

Grunting, one-word answers

A harried, wild appearance
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),5.0,0.00187969924812,24,"Pulling or tugging at one's clothes

Biting or picking at one's fingernails

Biting or chewing on one's lip

Swaying or rocking on one's feet

Pulling or twisting at one's hair
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ),5.0,0.00187969924812,24,"Touching one's mouth or face

Slapping one's knees or thighs

Scratching one's neck or cheek

Rubbing one's forehead or eyebrows

Repeating one's thanks and appreciation
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ),5.0,0.00187969924812,24,"Rubbing or pulling at an ear

Pulling or tugging on an ear

Poking or prodding at something

Biting or chewing at the lip

Twisting or pulling at clothing
"
( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),5.0,0.00187969924812,24,"Tightness in the eyes or expression

Stiffness in the neck and jaw

A wave of heat or cold

Heaviness in the limbs or muscles

Tremors in the hands and fingers
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ),5.0,0.00187969924812,24,"Poking one's tongue into the cheek

Shoving one's hands into pockets

Drumming one's feet against the floor

Clicking one's fingernails against a table

Increasing one's distance from others
"
( NN amod VBN ),5.0,0.00187969924812,24,"An increased pulse

A fixed stare

A weakened voice

A harried appearance

A raised voice
"
( VBG advmod RB ) ( RB cc CC ) ( RB conj RB ),4.0,0.0015037593985,25,"Rocking back and forth

Looking down or away

Jumping up and down

Shifting back and forth
"
( VBG nmod NN ) ( NN case TO ),4.0,0.0015037593985,25,"swaying to music

Trying to one-up

Crumpling to the floor

Jumping to the defensive
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,25,"Stiffening hair on the nape of the neck

Dragging others into the situation for support

Crossing arms in front of chest

Insulting the target in front of others
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,25,"Clutching at another person for support

Sitting at the edge of a chair

Spitting in the direction of the rival

gesturing with a glass of wine
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ),4.0,0.0015037593985,25,"suggesting time to review options

Using insults to pick a fight

Using humor to lighten the moment

Making sacrifices to offer comfort
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ),4.0,0.0015037593985,25,"Crossing and uncrossing one's legs

Checking and rechecking one's appearance

Stroking or pinching one's throat

Averting or lowering one's gaze
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,25,"Scratching or rubbing the back of the neck

Pointing and jabbing the air for emphasis

Rubbing or pressing a fist against the chest

Tsking or making a noise in the throat
"
( VBZ nsubj NN ),4.0,0.0015037593985,25,"Hands that tremble

Fists that shake

An unnatural stillness

Hands that fidget
"
( NN amod VBG ) ( NN cc CC ) ( NN conj NN ),4.0,0.0015037593985,25,"Chest pain or numbness

Quickening breath or breathlessness

Stopping mid-stride or stumbling

Trembling chin and lips
"
( VBG dobj NN ) ( VBG dep VBG ),4.0,0.0015037593985,25,"Tapping a foot, fidgeting

Wagging a finger, berating another for their accusations

Narrowing eyes, squinting

Narrowing the eyes, squinting
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ),4.0,0.0015037593985,25,"Clasping one's hands to the chest

Turning one's back to the source

Cocking one's head to the side

Pressing one's hands to the stomach
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN nmod NN ) ( NN case IN ),4.0,0.0015037593985,25,"Feeling one's pulse in the throat

Tilting one's body toward the source

Flipping one's hair in annoyance

Shaking one's head in denial
"
( NN amod JJ ) ( NN compound NN ) ( NN appos NN ) ( NN amod JJ ),4.0,0.0015037593985,25,"Steady eye contact, large pupils

A hard jaw line, a jutting chin

Muted body language, lacking energy

A sudden stiffening posture, rigid muscles
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),4.0,0.0015037593985,25,"Rubbing the wrists or wringing the hands

Making preparations or conditioning the body

Shaking head and closing the eyes

Changing the topic or diverting attention
"
( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),4.0,0.0015037593985,25,"Strong hygiene and personal grooming

Bottom lip or chin trembling

Veiled anger or light sarcasm

Spouting inane or irrational arguments
"
( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),4.0,0.0015037593985,25,"A slack or soft expression

A grimace or pained look

A pale or unhealthy complexion

Squinting and a hard smile
"
( VB xcomp VBG ) ( VBG compound:prt RP ),4.0,0.0015037593985,25,"Brows pulling in

Head tilting away

Toes curling up

Eyebrows gathering in
"
( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),4.0,0.0015037593985,25,"A red face and neck

Puffy face or eyes

A purposeful shiver or shudder

A dismissive nod or glance
"
( JJ appos NN ) ( NN amod JJ ),4.0,0.0015037593985,25,"A steady, lower-pitched voice

A deep, weighted sigh

A distant, unfocused smile

A quick, disgusted snort
"
( NN amod JJ ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),4.0,0.0015037593985,25,"A sour taste in one's mouth

A painful lump in one's throat

Dark circles under one's eyes

A painful tightness in one's throat
"
( VBG ccomp VBG ) ( VBG dep VBG ),4.0,0.0015037593985,25,"Squealing, hooting, yelling

Shoving, pushing, tripping

Shaking, trembling, shivering

Screaming, crying, blubbering
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ),4.0,0.0015037593985,25,"Smirking or offering a bemused smile

Rubbing or pinching the bottom lip

Shunning or offering evasive answers

Licking or biting the bottom lip
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN amod JJ ),4.0,0.0015037593985,25,"Blowing out a noisy breath

Letting out a loud breath

Letting out a huge breath

Letting out an uncontrolled moan
"
( VBG dobj NN ) ( NN nmod:poss NN ) ( NN case POS ),4.0,0.0015037593985,25,"Making jokes at another's expense

Mirroring the object's movements

Mirroring the leader's movements

Calling attention to another's weaknesses
"
( VBG dep VBG ),4.0,0.0015037593985,25,"Snorting, laughing

Shivering, moaning

Shaking, trembling

Flinching, starting
"
( VBG dobj NN ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ),4.0,0.0015037593985,25,"Pressing palms lightly against the cheeks

Holding the hands loosely behind the back

Looking others directly in the eye

Clasping the hands together in the lap
"
( VBG dobj NN ) ( VBG advcl VBG ) ( VBG mark IN ),3.0,0.00112781954887,26,"Bouncing a knee while sitting

Pointing a finger while confronting

waving arms while talking
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),3.0,0.00112781954887,26,"Biting down on one's bottom lip

Staring down at one's empty palms

Staring down at one's empty hands
"
( NN acl VB ) ( VB mark TO ),3.0,0.00112781954887,26,"An inability to eat

An inability to sleep

An inability to speak
"
( NN amod JJ ) ( NN appos NN ) ( NN compound NN ),3.0,0.00112781954887,26,"Saggy posture, bent neck

Shoulders curling, a bent spine

Straightened legs, knees uncrossed
"
( VBG dobj PRP ),3.0,0.00112781954887,26,"Fanning oneself

Hugging oneself

hugging oneself
"
( NNP compound NNP ) ( NNP appos NN ),3.0,0.00112781954887,26,"Eyes squinting, tightening

Shouting, screaming, swearing

Rapid speaking, babbling
"
( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ),3.0,0.00112781954887,26,"Rubbing absently at the arms

Holding still in expectation

Glancing repeatedly at the clock
"
( VBG dep VBG ) ( VBG dobj NN ),3.0,0.00112781954887,26,"Hugging, showing affection

Muttering, shaking the head

Squinting, looking inward
"
( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),3.0,0.00112781954887,26,"Requesting some time to digest everything

Tapping the leg to settle nerves

Using the hair to hide the face
"
( VBG nmod NN ) ( NN case IN ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),3.0,0.00112781954887,26,"Tugging at a tie, collar, or scarf

Picking at lips, skin, or nails

Glancing at the clock, phone, or doorway
"
( VB compound:prt RP ),3.0,0.00112781954887,26,"Leaning in

Walking away

Leaning away
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),3.0,0.00112781954887,26,"Planting one's feet in a wide stance

Infusing one's speech with positive words

Rubbing one's hands on pant legs
"
( VBG xcomp JJ ) ( VBG cc CC ) ( VBG conj JJ ),3.0,0.00112781954887,26,"Going quiet or non-responsive

Feeling heavy or numb

Looking sleepy or glazed
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),3.0,0.00112781954887,26,"Avoiding the person or object of annoyance

Biting the lip or inside of the cheek

Rubbing the jaw or back of the neck
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ),3.0,0.00112781954887,26,"Stroking the throat and grimacing

Quirking an eyebrow and smiling

Tilting the head and pausing
"
( NNP amod JJ ) ( JJ cc CC ) ( JJ conj JJ ),3.0,0.00112781954887,26,"Raised or wiggling eyebrows

Hunched or rounded shoulders

Slow and easy breaths
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),3.0,0.00112781954887,26,"Rubbing the back of one's neck

Feeling a pulse in one's throat

Making a noise in one's throat
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advmod RB ),3.0,0.00112781954887,26,"Touching one's fingertips together

Pushing one's glasses up

Pressing one's knees together
"
( VBN nsubj NNP ) ( VBN nmod NN ) ( NN case IN ),3.0,0.00112781954887,26,"Offering praise for others

Palms held behind the back

Covering face with hands
"
( VB advmod RB ),3.0,0.00112781954887,26,"Leaning forward

Leaning back

False modesty
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),3.0,0.00112781954887,26,"Dragging the palms down one's pant legs

Allowing others into one's personal space

Rubbing hands down one's pant legs
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ),3.0,0.00112781954887,26,"Accepting criticism to improve

Making excuses to leave

taking time to think
"
( NNP dep VBG ) ( VBG dobj NN ),3.0,0.00112781954887,26,"Poor eating habits

Dry washing the hands

Fingers forming a steeple
"
( VBG xcomp VB ) ( VB mark TO ),3.0,0.00112781954887,26,"Pausing to examine

Refusing to look

Asking to talk
"
( NN cc CC ) ( NN conj NN ) ( NN nmod NN ) ( NN case IN ),3.0,0.00112781954887,26,"Tears or heat behind the eyelids

Tightness or pain in the chest

Spots or flashes in vision
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VBN ),2.0,0.000751879699248,27,"Darting glances at the person wronged

Showing kinship with others involved
"
( VBG xcomp NN ),2.0,0.000751879699248,27,"Becoming inarticulate

Becoming talkative
"
( VBN nsubj NN ) ( VBN nmod NN ) ( NN case IN ),2.0,0.000751879699248,27,"Sobs trapped in throat

Arms crossed over the chest
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,27,"Crossing and uncrossing arms or legs

Crossing and uncrossing the arms or legs
"
( NN compound NN ) ( NN appos NN ) ( NN amod JJ ),2.0,0.000751879699248,27,"Stiff neck, strained forearms

Body odor, cold sweats
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,27,"Leaning forward with a hand on the knee

Leaning over with the hands on the knees
"
( VBG dep VBG ) ( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ),2.0,0.000751879699248,27,"Crying, wailing, begging for help

Cringing, flinching, jumping at sounds
"
( NN dep NN ) ( NN amod JJ ),2.0,0.000751879699248,27,"A pouty bottom lip

A look that radiates superiority
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG dep VBG ),2.0,0.000751879699248,27,"Shaking one's head, muttering

Licking one's lips, smiling
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,27,"Asking others for advice or opinions

Tapping a pencil against a notepad or table
"
( NNP compound NNP ) ( NNP appos NNP ),2.0,0.000751879699248,27,"Nodding, eyes glowing

Stilted, halting dialogue
"
( NN dep NN ) ( NN nmod NN ) ( NN case TO ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,27,"A gaze that darts to a symbol of hope

A glance that returns to the source of irritation
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( NN amod JJ ),2.0,0.000751879699248,27,"Moving into someone's personal space

Getting into someone's personal space
"
( NN acl:relcl VBZ ) ( VBZ xcomp JJ ),2.0,0.000751879699248,27,"A smile that appears tight

A stomach that feels hard
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG dep VBG ) ( VBG dobj NN ) ( VBG advmod RB ),2.0,0.000751879699248,27,"Narrowing one's stance, bringing the feet together

Gritting one's teeth, pressing the lips tight
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG dobj NN ) ( NN amod JJ ),2.0,0.000751879699248,27,"Waving the arms, using grand gestures

Narrowing eyes, having an intense focus
"
( VBG dobj NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ),2.0,0.000751879699248,27,"Displaying poor balance and coordination

Espousing far-out beliefs and opinions
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ),2.0,0.000751879699248,27,"Skimming fingertips along the jaw line

Pulling someone into a side hug
"
( JJ ),2.0,0.000751879699248,27,"Light-headedness

List-making
"
( NNP dep VBG ) ( VBG xcomp JJ ),2.0,0.000751879699248,27,"Mouth going dry

Mouth falling open
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),2.0,0.000751879699248,27,"Staring down at one's hands

Staring down at one's feet
"
( NN amod JJ ) ( NN amod JJ ) ( NN nmod NN ) ( NN case IN ),2.0,0.000751879699248,27,"A slow, disbelieving shake of the head

A fluttery, empty feeling in the stomach
"
( VBG dobj NN ) ( NN amod JJ ) ( NN compound NN ),2.0,0.000751879699248,27,"Unbuttoning a top shirt button

Avoiding direct eye contact
"
